Booking #,Sex,Race,Age,Book Date,,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,,
2025-02539,M,B,20,9/25/2025  10:47:00 PM,,10/3/2025  1:30:00 PM,7.61,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02539,M,B,20,9/25/2025  10:47:00 PM,,10/3/2025  1:30:00 PM,7.61,137,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02539,M,B,20,9/25/2025  10:47:00 PM,,10/3/2025  1:30:00 PM,7.61,137,JUDGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-02532,F,W,37,9/26/2025  12:24:00 AM,,11/6/2025  5:06:00 PM,41.70,137,BOND,KID1014M1,KIDNAPPING KIDNAPPING BY PARENT,,
2025-02533,M,W,67,9/26/2025  12:58:00 AM,,10/17/2025  2:43:00 PM,21.57,065,BOND,WPN5232M1,WEAPONS RECKLESS HANDLING OF FIREARM,,
2025-02534,M,B,51,9/26/2025  9:33:00 AM,,10/3/2025  4:11:00 PM,7.28,065,BOND,RAP1118F6,SEXUAL ASSAULT PROBATIONER - INMATE  BY DOC/JAIL ETC. EMPLOYEE,,
2025-02536,M,W,44,9/26/2025  11:01:00 AM,,9/30/2025  7:36:00 AM,3.86,137,JUDGE,FRD2360F9,FRAUD THEFT OF CREDIT CARD,,
2025-02536,M,W,44,9/26/2025  11:01:00 AM,,9/30/2025  7:36:00 AM,3.86,137,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-02536,M,W,44,9/26/2025  11:01:00 AM,,9/30/2025  7:36:00 AM,3.86,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02536,M,W,44,9/26/2025  11:01:00 AM,,9/30/2025  7:36:00 AM,3.86,137,JUDGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-02535,M,W,56,9/26/2025  11:04:00 AM,,9/30/2025  7:36:00 AM,3.86,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02535,M,W,56,9/26/2025  11:04:00 AM,,9/30/2025  7:36:00 AM,3.86,137,JUDGE,TST4191M1,TST-SUBSTITUTION OF SAMPLE TO DEFEAT DRUG/ALCOHOL SCREENING TEST,,
2025-02537,M,W,33,9/26/2025  12:27:00 PM,,9/30/2025  10:28:00 AM,3.92,881,RELEASE TO FEDERAL,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-02538,F,W,49,9/26/2025  12:27:00 PM,,10/30/2025  4:35:00 PM,34.17,109,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02540,M,W,46,9/26/2025  12:49:00 PM,,,96.47,137,,ARR9986S9,ARRESTS (FOR USE BY STATE POLICE) FELONY ARREST WITHOUT WARRANT,,
2025-02540,M,W,46,9/26/2025  12:49:00 PM,,,96.47,137,,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-02541,M,W,36,9/26/2025  1:00:00 PM,,10/26/2025  6:57:00 AM,29.75,139,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02541,M,W,36,9/26/2025  1:00:00 PM,,10/26/2025  6:57:00 AM,29.75,139,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02542,M,B,57,9/26/2025  1:15:00 PM,,10/9/2025  1:20:00 PM,13.00,113,JUDGE,DMV6841F6,"OBTAIN OR POSSESS LICENSE,ID,REGESTRATION ETC. NOT ENTITLED",,
2025-02542,M,B,57,9/26/2025  1:15:00 PM,,10/9/2025  1:20:00 PM,13.00,113,JUDGE,PER5015F5,TRAFFIC - PERJURY FALSE AFFIDAVIT TO DMV MATTERS,,
2025-02542,M,B,57,9/26/2025  1:15:00 PM,,10/9/2025  1:20:00 PM,13.00,113,JUDGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-02542,M,B,57,9/26/2025  1:15:00 PM,,10/9/2025  1:20:00 PM,13.00,113,JUDGE,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-02542,M,B,57,9/26/2025  1:15:00 PM,,10/9/2025  1:20:00 PM,13.00,113,JUDGE,VOT5133F5,ELECTION / VOTING OFFENSES FALSE STATEMENTS - ETC. - ELECTION FRAUD,,
2025-02543,F,B,48,9/26/2025  4:50:00 PM,,1/14/2026  7:35:00 AM,96.30,065,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02544,F,W,67,9/26/2025  6:00:00 PM,,9/26/2025  6:01:00 PM,1.00,137,SENTENCE SERVED,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-02545,F,W,34,9/26/2025  6:00:00 PM,,9/27/2025  6:00:00 PM,1.00,109,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02546,F,W,33,9/26/2025  6:00:00 PM,,10/1/2025  8:00:00 AM,4.58,137,SENTENCE SERVED,CON3286S9,CON - GENERAL - WITHOUT JURY,,
2025-02554,M,W,45,9/26/2025  6:00:00 PM,,10/2/2025  8:00:00 AM,5.58,109,SENTENCE SERVED,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-02554,M,W,45,9/26/2025  6:00:00 PM,,10/2/2025  8:00:00 AM,5.58,109,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02547,F,W,26,9/26/2025  7:00:00 PM,,9/26/2025  7:01:00 PM,1.00,113,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02548,F,W,29,9/26/2025  7:00:00 PM,,9/30/2025  8:00:00 AM,3.54,065,SENTENCE SERVED,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-02551,M,W,60,9/26/2025  7:00:00 PM,,9/28/2025  7:00:00 PM,2.00,065,SENTENCE SERVED,SSV4853M9,SUSPENDED SENTENCE VIOLATION - MISDEMEANOR,,
2025-02552,M,W,51,9/26/2025  7:00:00 PM,,9/28/2025  7:00:00 PM,2.00,137,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02553,M,W,41,9/26/2025  8:04:00 PM,,,96.16,109,,DEF0200S9,VIOLATION DRUG COURT PROGRAM,,
2025-02553,M,W,41,9/26/2025  8:04:00 PM,,,96.16,109,,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-02553,M,W,41,9/26/2025  8:04:00 PM,,,96.16,109,,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-02553,M,W,41,9/26/2025  8:04:00 PM,,,96.16,109,,JUS4831M1,JUS-PREVENT LAW ENFORCEMENT OFFICER FROM MAKING ARREST,,
2025-02553,M,W,41,9/26/2025  8:04:00 PM,,,96.16,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-02553,M,W,41,9/26/2025  8:04:00 PM,,,96.16,109,,REC6631M2,"REC-FAIL TO STOP FOR POLICE,ATTEMPT TO ESCAPE OR ELUDE",,
2025-02555,M,W,47,9/26/2025  9:25:00 PM,,12/1/2025  2:14:00 PM,65.70,109,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02555,M,W,47,9/26/2025  9:25:00 PM,,12/1/2025  2:14:00 PM,65.70,109,SENTENCE SERVED,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-02555,M,W,47,9/26/2025  9:25:00 PM,,12/1/2025  2:14:00 PM,65.70,109,SENTENCE SERVED,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-02555,M,W,47,9/26/2025  9:25:00 PM,,12/1/2025  2:14:00 PM,65.70,109,SENTENCE SERVED,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-02555,M,W,47,9/26/2025  9:25:00 PM,,12/1/2025  2:14:00 PM,65.70,109,SENTENCE SERVED,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-02556,M,W,45,9/26/2025  10:20:00 PM,,9/29/2025  3:43:00 PM,2.72,153,PURGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-02557,F,W,45,9/26/2025  10:20:00 PM,,10/24/2025  9:25:00 AM,27.46,109,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02557,F,W,45,9/26/2025  10:20:00 PM,,10/24/2025  9:25:00 AM,27.46,109,BOND,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-02557,F,W,45,9/26/2025  10:20:00 PM,,10/24/2025  9:25:00 AM,27.46,109,BOND,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-02557,F,W,45,9/26/2025  10:20:00 PM,,10/24/2025  9:25:00 AM,27.46,109,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02558,F,W,43,9/27/2025  12:54:00 AM,,10/1/2025  7:55:00 PM,4.79,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02558,F,W,43,9/27/2025  12:54:00 AM,,10/1/2025  7:55:00 PM,4.79,113,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02559,M,W,47,9/27/2025  4:00:00 PM,,10/1/2025  10:45:00 AM,3.78,079,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02560,M,W,33,9/27/2025  8:30:00 PM,,10/1/2025  3:22:00 PM,3.79,137,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-02561,M,B,44,9/27/2025  9:05:00 PM,,,95.12,137,,WPN5249M1,"RECKLESS/LEAVE LOADED FIREARM, ENDANGERING CHILD AGE <14",,
2025-02561,M,B,44,9/27/2025  9:05:00 PM,,,95.12,137,,WPN5251M1,WEAPONS BRANDISH OR POINT FIREARM,,
2025-02561,M,B,44,9/27/2025  9:05:00 PM,,,95.12,137,,WPN5296F6,"WEAPONS CONVICTED FELON (VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-02562,M,W,35,9/28/2025  11:10:00 AM,,9/28/2025  1:50:00 PM,1.00,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02562,M,W,35,9/28/2025  11:10:00 AM,,9/28/2025  1:50:00 PM,1.00,113,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02563,M,W,22,9/28/2025  1:18:00 PM,,10/2/2025  3:24:00 PM,4.09,109,BOND,ASP4845S9,"PAROLE, PROBATION, SUPERVISION VIOLATION ALCOHOL SAFETY PROGRAM VIOLATION",,
2025-02564,M,W,41,9/28/2025  6:00:00 PM,,9/28/2025  6:01:00 PM,1.00,137,SENTENCE SERVED,ASP4845S9,"PAROLE, PROBATION, SUPERVISION VIOLATION ALCOHOL SAFETY PROGRAM VIOLATION",,
2025-02565,M,B,39,9/29/2025  12:20:00 AM,,9/29/2025  1:36:00 PM,1.00,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-02566,F,W,50,9/29/2025  1:50:00 AM,,9/29/2025  10:03:00 AM,1.00,113,BOND,DWI5441M1,"REFUSAL OF BLOOD OR BREATH TEST, 2ND DWI/REFUSAL WITHIN 10 YEARS",,
2025-02566,F,W,50,9/29/2025  1:50:00 AM,,9/29/2025  10:03:00 AM,1.00,113,BOND,DWI5447S9,TRAFFIC-DRIVING WHILE INTOXICATED-2ND WITHIN 5 TO 10 YRS.,,
2025-02567,M,W,28,9/29/2025  9:56:00 AM,,12/18/2025  6:20:00 AM,79.85,079,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02568,F,W,34,9/29/2025  11:13:00 AM,,10/28/2025  4:54:00 PM,29.24,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02569,M,W,47,9/29/2025  11:28:00 AM,,10/28/2025  3:01:00 PM,29.15,079,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02569,M,W,47,9/29/2025  11:28:00 AM,,10/28/2025  3:01:00 PM,29.15,079,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02571,M,W,40,9/29/2025  12:28:00 PM,,,93.48,109,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,BUR2213F9,BURGLARY DWELLING HOUSE WITH INTENT TO COMMIT LARCENY - A&B - ETC.,,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,JUS4829M1,"RESISTING ARREST, OBSTRUCTING JUSTICE W/O THREATS OF FORCE",,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,PER5017F5,PERJURY FALSELY SWEAR AN OATH,,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,PRI3260F6,PRISONERS POSSESS - SELL - SECRETE UNLAWFUL CHEMICAL COMPOUND,,
2025-02572,M,W,32,9/29/2025  12:28:00 PM,,,93.48,109,,PRT2114M1,PRT-VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-02570,F,W,49,9/29/2025  12:34:00 PM,,10/7/2025  10:40:00 AM,7.92,047,SUSPENDED SENTENCE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-02570,F,W,49,9/29/2025  12:34:00 PM,,10/7/2025  10:40:00 AM,7.92,047,SUSPENDED SENTENCE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02573,F,B,25,9/29/2025  2:37:00 PM,,10/1/2025  10:00:00 PM,2.31,047,BOND,FRD2514F4,FRAUD COINS OR BANK NOTES,,
2025-02573,F,B,25,9/29/2025  2:37:00 PM,,10/1/2025  10:00:00 PM,2.31,047,BOND,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-02573,F,B,25,9/29/2025  2:37:00 PM,,10/1/2025  10:00:00 PM,2.31,047,BOND,LAR2788F6,"MAIL, PARCEL, PACKAGE THEFT",,
2025-02574,F,W,37,9/29/2025  5:06:00 PM,,10/23/2025  8:00:00 AM,23.62,139,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02575,F,W,53,9/29/2025  5:06:00 PM,,10/1/2025  1:50:00 PM,1.86,139,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-02575,F,W,53,9/29/2025  5:06:00 PM,,10/1/2025  1:50:00 PM,1.86,139,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02576,M,W,55,9/29/2025  10:20:00 PM,,9/30/2025  1:27:00 PM,1.00,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02576,M,W,55,9/29/2025  10:20:00 PM,,9/30/2025  1:27:00 PM,1.00,109,BOND,HIT6610M1,"TRAFFIC - HIT AND RUN, ACCIDENT REPORTS DAMAGE OVER $250-DRIVER FAILS TO REPORT OR LEAVE NOTE",,
2025-02576,M,W,55,9/29/2025  10:20:00 PM,,9/30/2025  1:27:00 PM,1.00,109,BOND,VAN2922M1,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT - <$1000",,
2025-02577,M,W,47,9/29/2025  11:29:00 PM,,10/9/2025  2:35:00 PM,9.63,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02578,F,W,33,9/30/2025  3:20:00 AM,,9/30/2025  11:10:00 AM,1.00,137,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-02579,M,W,24,9/30/2025  7:54:00 AM,,10/9/2025  4:50:00 PM,9.37,079,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02580,F,W,38,9/30/2025  10:06:00 AM,,,92.58,109,,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02580,F,W,38,9/30/2025  10:06:00 AM,,,92.58,109,,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-02580,F,W,38,9/30/2025  10:06:00 AM,,,92.58,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-02580,F,W,38,9/30/2025  10:06:00 AM,,,92.58,109,,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-02581,M,W,60,9/30/2025  11:20:00 AM,,,92.53,109,,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-02581,M,W,60,9/30/2025  11:20:00 AM,,,92.53,109,,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-02581,M,W,60,9/30/2025  11:20:00 AM,,,92.53,109,,PRT5007M1,VIOLATION OF A PROTECTIVE ORDER,,
2025-02581,M,W,60,9/30/2025  11:20:00 AM,,,92.53,109,,SOR3660F5,"SOR-VIOLENT SEX OFFENDER,FAIL TO REGISTER ETC.,2ND SUBSEQUENT",,
2025-02582,M,W,49,9/30/2025  3:33:00 PM,,10/8/2025  4:00:00 PM,8.02,079,STATUS CHANGE,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-02583,M,W,33,9/30/2025  4:00:00 PM,,,92.33,137,,FRD2519F4,FRAUD PUBLIC RECORD - FORGING,,
2025-02583,M,W,33,9/30/2025  4:00:00 PM,,,92.33,137,,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-02583,M,W,33,9/30/2025  4:00:00 PM,,,92.33,137,,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-02583,M,W,33,9/30/2025  4:00:00 PM,,,92.33,137,,NAR3022F5,NARCOTICS POSSESSION,,
2025-02584,M,B,28,9/30/2025  4:00:00 PM,,10/14/2025  7:43:00 AM,13.65,137,JUDGE,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02584,M,B,28,9/30/2025  4:00:00 PM,,10/14/2025  7:43:00 AM,13.65,137,JUDGE,FRD2514F4,FRAUD COINS OR BANK NOTES,,
2025-02584,M,B,28,9/30/2025  4:00:00 PM,,10/14/2025  7:43:00 AM,13.65,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02584,M,B,28,9/30/2025  4:00:00 PM,,10/14/2025  7:43:00 AM,13.65,137,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02585,M,B,57,9/30/2025  8:53:00 PM,,,92.13,137,,NAR3022F5,NARCOTICS POSSESSION,,
2025-02585,M,B,57,9/30/2025  8:53:00 PM,,,92.13,137,,NAR3066F9,NARCOTICS TRANSPORT INTO COMMONWEALTH - 1 OZ. OR MORE OTHER SCH. I/II,,
2025-02585,M,B,57,9/30/2025  8:53:00 PM,,,92.13,137,,WPN5291F6,"WPN-CONVICTED FELON (NON-VIOLENT>10YRS.) POSSESS/TRANSP. FIREARM, ETC.",,
2025-02585,M,B,57,9/30/2025  8:53:00 PM,,,92.13,137,,WPN5303F6,WPN-POSSESS SCHEDULE I/II DRUG W/POSSESSING FIREARM,,
2025-02586,F,W,41,9/30/2025  10:21:00 PM,,10/1/2025  2:10:00 PM,1.00,177,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02587,M,W,43,10/1/2025  12:17:00 AM,,12/2/2025  8:00:00 AM,62.32,113,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02587,M,W,43,10/1/2025  12:17:00 AM,,12/2/2025  8:00:00 AM,62.32,113,SENTENCE SERVED,VAN3192M1,"VAN-DAMAGE PHONE LINE,ETC.TO PREVENT SUMMONNING POLICE",,
2025-02588,M,W,33,10/1/2025  12:17:00 AM,,10/1/2025  8:00:00 AM,1.00,137,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-02589,M,W,39,10/1/2025  7:45:00 AM,,10/15/2025  2:09:00 PM,14.27,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02590,M,W,47,10/1/2025  10:46:00 AM,,10/2/2025  6:50:00 PM,1.34,884,ICE,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-02591,M,W,29,10/1/2025  3:35:00 PM,,10/21/2025  3:20:00 PM,19.99,079,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02592,F,W,30,10/1/2025  5:17:00 PM,,10/2/2025  12:36:00 PM,1.00,139,JUDGE,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-02593,M,B,50,10/1/2025  9:10:00 PM,,10/2/2025  6:15:00 AM,1.00,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-02594,M,W,68,10/1/2025  11:20:00 PM,,10/2/2025  12:44:00 AM,1.00,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-02594,M,W,68,10/1/2025  11:20:00 PM,,10/2/2025  12:44:00 AM,1.00,137,BOND,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-02595,M,W,23,10/2/2025  10:17:00 AM,,,90.57,047,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02595,M,W,23,10/2/2025  10:17:00 AM,,,90.57,047,,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-02596,M,W,76,10/2/2025  10:27:00 AM,,10/3/2025  6:32:00 AM,1.00,065,DOC,RAP1121F9,SEXUAL ASSAULT VICTIM UNDER AGE 13,,
2025-02596,M,W,76,10/2/2025  10:27:00 AM,,10/3/2025  6:32:00 AM,1.00,065,DOC,SEX3645F4,"SEX-PARENT/GRANDPARENT ETC.,CHILD LESS THAN AGE 15",,
2025-02597,M,W,44,10/2/2025  1:07:00 PM,,10/2/2025  1:50:00 PM,1.00,113,BOND,VAN2956F6,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT >=$1000",,
2025-02598,F,W,37,10/2/2025  2:00:00 PM,,,90.42,137,,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-02599,M,W,58,10/2/2025  5:05:00 PM,,10/3/2025  12:50:00 AM,1.00,137,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-02600,F,B,36,10/2/2025  11:05:00 PM,,10/3/2025  10:47:00 AM,1.00,047,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02601,M,W,30,10/3/2025  1:20:00 AM,,10/29/2025  1:30:00 PM,26.51,109,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-02602,M,W,46,10/3/2025  7:02:00 AM,,10/3/2025  10:35:00 PM,1.00,109,HOSPITAL/TREATMENT,NAR3022F5,NARCOTICS POSSESSION,,
2025-02603,M,W,31,10/3/2025  8:56:00 AM,,,89.63,139,,OBS3731F6,OBS-POSSESS CHILD PORN (FIRST OFFENSE),,
2025-02603,M,W,31,10/3/2025  8:56:00 AM,,,89.63,139,,OBS3732F5,OBS-POSSESS CHILD PORN (SUBSEQUENT OFFENSE),,
2025-02604,M,W,37,10/3/2025  11:04:00 AM,,,89.54,047,,PRE4859S9,PRE-VIOLATIONS OF PRETRIAL BAIL OR CONDITIONS,,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,FRD2360F9,FRAUD THEFT OF CREDIT CARD,,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,LAR2404F9,LARCENY AUTO THEFT - GRAND LARCENY,,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-02605,M,B,20,10/3/2025  12:09:00 PM,,11/6/2025  12:27:00 PM,34.01,109,JUDGE,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
